timestamp,heartrate
2026-03-15T06:31:06.971852+00:00,94
2026-03-15T06:31:07.408903+00:00,94
2026-03-15T06:31:07.880860+00:00,95
2026-03-15T06:31:08.509272+00:00,96
2026-03-15T06:31:08.903713+00:00,96
2026-03-15T06:31:09.391492+00:00,97
2026-03-15T06:31:09.921352+00:00,97
2026-03-15T06:31:10.407215+00:00,97
2026-03-15T06:31:10.880084+00:00,98
2026-03-15T06:31:11.402138+00:00,98
