timestamp,sound,light,movement,temperature,humidity,heartrate
2026-01-20T16:19:59.797630+00:00,88,1087,0.05,24.74,59.9,85
2026-01-20T16:20:00.461980+00:00,80,1059,0.04,24.73,59.92,85
2026-01-20T16:20:00.873551+00:00,76,1079,0.04,24.73,59.97,85
2026-01-20T16:20:01.447275+00:00,70,1043,0.07,24.73,59.98,85
2026-01-20T16:20:02.029140+00:00,77,1063,0.06,24.73,59.98,85
2026-01-20T16:20:02.547557+00:00,73,1072,0.07,24.73,60.01,85
2026-01-20T16:20:03.118055+00:00,73,1071,0.11,24.74,60.03,85
2026-01-20T16:20:03.653639+00:00,82,1065,0.12,24.74,60.07,85
2026-01-20T16:20:04.177831+00:00,94,1092,0.11,24.74,60.08,85
2026-01-20T16:20:04.825734+00:00,76,1079,0.1,24.73,60.12,85
2026-01-20T16:20:05.318801+00:00,93,1101,0.08,24.74,60.09,85
2026-01-20T16:20:05.857176+00:00,62,1082,0.11,24.73,60.05,85
2026-01-20T16:20:06.440430+00:00,87,1085,0.17,24.74,60.03,85
2026-01-20T16:20:06.949538+00:00,68,1092,0.13,24.73,60.04,85
2026-01-20T16:20:07.503753+00:00,62,1085,0.07,24.74,60.05,85
2026-01-20T16:20:08.105457+00:00,71,1098,0.05,24.74,60.05,85
2026-01-20T16:20:08.595788+00:00,75,1074,0.06,24.74,60.04,85
2026-01-20T16:20:09.184177+00:00,57,1074,0.08,24.74,60.02,85
2026-01-20T16:20:09.706098+00:00,66,1078,0.21,24.74,60.05,85
2026-01-20T16:27:38.971223+00:00,0,706,10.36,24.13,58.9,85
2026-01-20T16:27:39.482334+00:00,53,703,0.03,24.17,58.84,85
2026-01-20T16:27:40.067979+00:00,73,735,0.05,24.18,58.72,85
2026-01-20T16:27:40.625237+00:00,68,702,0.09,24.18,58.62,85
2026-01-20T16:27:41.178446+00:00,57,753,0.19,24.17,58.57,85
2026-01-20T16:27:41.737418+00:00,71,735,0.15,24.18,58.56,85
2026-01-20T16:27:42.294552+00:00,54,741,0.17,24.19,58.54,85
2026-01-20T16:27:42.833756+00:00,106,783,0.11,24.19,58.56,85
2026-01-20T16:27:43.393037+00:00,80,727,0.5,24.19,58.64,85
2026-01-20T16:27:43.931281+00:00,89,769,0.58,24.19,58.69,85
2026-01-20T16:27:44.523395+00:00,57,704,0.09,24.19,58.71,85
2026-01-20T16:27:45.045657+00:00,101,678,0.09,24.19,58.71,85
2026-01-20T16:27:45.584729+00:00,108,717,0.14,24.19,58.72,85
2026-01-20T16:27:46.148148+00:00,77,689,0.13,24.19,58.68,85
2026-01-20T16:27:46.689329+00:00,96,734,0.16,24.18,58.64,85
2026-01-20T16:27:47.383104+00:00,74,788,0.08,24.19,58.63,85
2026-01-20T16:27:47.797422+00:00,109,729,0.04,24.19,58.63,85
2026-01-20T16:27:48.372617+00:00,80,789,0.08,24.19,58.63,85
2026-01-20T16:27:48.893918+00:00,89,753,0.07,24.19,58.61,85
2026-01-20T16:27:49.466414+00:00,93,750,0.1,24.19,58.61,85
2026-01-20T16:27:50.017492+00:00,72,781,0.06,24.19,58.62,85
2026-01-20T16:27:50.605006+00:00,114,737,0.09,24.18,58.62,85
